game_id,name,difficulty,mechanism,bank_size,board_size,generator_params,AI_policy,rating_metric,observed_distribution,overlap,meaningfully_distinct,finding,fix
12,CALCUDOKU,NORMAL,"Latin order, connected arithmetic cages and inference/search bands",50,"{'min': 5, 'median': 5.0, 'max': 5}","{'givens': {'min': 1, 'median': 3.0, 'max': 7}, 'cages': {'min': 8, 'median': 11.0, 'max': 14}, 'fixed_cages': {'min': 1, 'median': 3.0, 'max': 7}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'givens': {'min': 1, 'median': 3.0, 'max': 7}, 'cages': {'min': 8, 'median': 11.0, 'max': 14}, 'fixed_cages': {'min': 1, 'median': 3.0, 'max': 7}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 1}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 1}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 23}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 23}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 1}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 2}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
12,CALCUDOKU,HARD,"Latin order, connected arithmetic cages and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 0, 'median': 4.0, 'max': 10}, 'cages': {'min': 13, 'median': 16.0, 'max': 21}, 'fixed_cages': {'min': 0, 'median': 4.0, 'max': 10}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 0, 'median': 4.0, 'max': 10}, 'cages': {'min': 13, 'median': 16.0, 'max': 21}, 'fixed_cages': {'min': 0, 'median': 4.0, 'max': 10}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 7}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 3}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 3}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 36}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 36}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 3}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 4}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
12,CALCUDOKU,MASTER,"Latin order, connected arithmetic cages and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'cages': {'min': 11, 'median': 13.0, 'max': 15}, 'fixed_cages': {'min': 0, 'median': 1.0, 'max': 3}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'cages': {'min': 11, 'median': 13.0, 'max': 15}, 'fixed_cages': {'min': 0, 'median': 1.0, 'max': 3}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 8, 'median': 13.0, 'max': 33}, 'search_branches': {'min': 3, 'median': 6.0, 'max': 16}, 'search_max_depth': {'min': 2, 'median': 4.0, 'max': 6}, 'basic_unfilled': {'min': 27, 'median': 34.0, 'max': 36}, 'advanced_unfilled': {'min': 27, 'median': 34.0, 'max': 36}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 4.0, 'max': 12}, 'forcing_probes': {'min': 3, 'median': 13.5, 'max': 243}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
12,CALCUDOKU,HELL,"Latin order, connected arithmetic cages and inference/search bands",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'cages': {'min': 11, 'median': 13.0, 'max': 15}, 'fixed_cages': {'min': 0, 'median': 1.0, 'max': 3}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'cages': {'min': 11, 'median': 13.0, 'max': 15}, 'fixed_cages': {'min': 0, 'median': 1.0, 'max': 3}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 34, 'median': 43.5, 'max': 200}, 'search_branches': {'min': 14, 'median': 20.5, 'max': 86}, 'search_max_depth': {'min': 4, 'median': 6.0, 'max': 8}, 'basic_unfilled': {'min': 32, 'median': 35.0, 'max': 36}, 'advanced_unfilled': {'min': 32, 'median': 35.0, 'max': 36}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 5, 'median': 9.0, 'max': 19}, 'forcing_probes': {'min': 22, 'median': 95.0, 'max': 469}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
13,KAKURO,EASY,"Crossing distinct-digit sum runs, white-cell geometry and inference/search bands",50,"{'min': 5, 'median': 5.0, 'max': 5}","{'white_cells': {'min': 7, 'median': 9.0, 'max': 12}, 'runs': {'min': 6, 'median': 7.0, 'max': 8}, 'longest_run': {'min': 3, 'median': 4.0, 'max': 4}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'white_cells': {'min': 7, 'median': 9.0, 'max': 12}, 'runs': {'min': 6, 'median': 7.0, 'max': 8}, 'longest_run': {'min': 3, 'median': 4.0, 'max': 4}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
13,KAKURO,NORMAL,"Crossing distinct-digit sum runs, white-cell geometry and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'white_cells': {'min': 11, 'median': 12.0, 'max': 15}, 'runs': {'min': 8, 'median': 9.0, 'max': 11}, 'longest_run': {'min': 4, 'median': 5.0, 'max': 5}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'white_cells': {'min': 11, 'median': 12.0, 'max': 15}, 'runs': {'min': 8, 'median': 9.0, 'max': 11}, 'longest_run': {'min': 4, 'median': 5.0, 'max': 5}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
13,KAKURO,HARD,"Crossing distinct-digit sum runs, white-cell geometry and inference/search bands",50,"{'min': 7, 'median': 7.0, 'max': 7}","{'white_cells': {'min': 16, 'median': 17.0, 'max': 20}, 'runs': {'min': 10, 'median': 12.0, 'max': 16}, 'longest_run': {'min': 4, 'median': 5.0, 'max': 6}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'white_cells': {'min': 16, 'median': 17.0, 'max': 20}, 'runs': {'min': 10, 'median': 12.0, 'max': 16}, 'longest_run': {'min': 4, 'median': 5.0, 'max': 6}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 5}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 2}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 2}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 17}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 17}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 2}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 3}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
13,KAKURO,MASTER,"Crossing distinct-digit sum runs, white-cell geometry and inference/search bands",50,"{'min': 7, 'median': 7.0, 'max': 7}","{'white_cells': {'min': 21, 'median': 22.0, 'max': 25}, 'runs': {'min': 13, 'median': 15.0, 'max': 17}, 'longest_run': {'min': 5, 'median': 5.0, 'max': 5}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 7, 'median': 7.0, 'max': 7}, 'cells': {'min': 49, 'median': 49.0, 'max': 49}, 'white_cells': {'min': 21, 'median': 22.0, 'max': 25}, 'runs': {'min': 13, 'median': 15.0, 'max': 17}, 'longest_run': {'min': 5, 'median': 5.0, 'max': 5}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 7, 'median': 7.0, 'max': 15}, 'search_branches': {'min': 2, 'median': 3.0, 'max': 7}, 'search_max_depth': {'min': 2, 'median': 3.0, 'max': 5}, 'basic_unfilled': {'min': 14, 'median': 20.0, 'max': 25}, 'advanced_unfilled': {'min': 14, 'median': 20.0, 'max': 25}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 2.5, 'max': 7}, 'forcing_probes': {'min': 1, 'median': 6.0, 'max': 46}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
13,KAKURO,HELL,"Crossing distinct-digit sum runs, white-cell geometry and inference/search bands",30,"{'min': 8, 'median': 8.0, 'max': 8}","{'white_cells': {'min': 22, 'median': 24.0, 'max': 31}, 'runs': {'min': 14, 'median': 17.0, 'max': 21}, 'longest_run': {'min': 5, 'median': 5.0, 'max': 5}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 8, 'median': 8.0, 'max': 8}, 'cells': {'min': 64, 'median': 64.0, 'max': 64}, 'white_cells': {'min': 22, 'median': 24.0, 'max': 31}, 'runs': {'min': 14, 'median': 17.0, 'max': 21}, 'longest_run': {'min': 5, 'median': 5.0, 'max': 5}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 18, 'median': 19.0, 'max': 33}, 'search_branches': {'min': 7, 'median': 9.0, 'max': 16}, 'search_max_depth': {'min': 4, 'median': 5.0, 'max': 6}, 'basic_unfilled': {'min': 16, 'median': 24.0, 'max': 31}, 'advanced_unfilled': {'min': 16, 'median': 24.0, 'max': 31}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 4, 'median': 5.0, 'max': 10}, 'forcing_probes': {'min': 5, 'median': 33.0, 'max': 200}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
14,FUTOSHIKI,EASY,"Latin order, givens/inequalities and inference/search bands",50,"{'min': 4, 'median': 4.0, 'max': 4}","{'givens': {'min': 3, 'median': 3.0, 'max': 4}, 'inequalities': {'min': 11, 'median': 15.0, 'max': 20}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'givens': {'min': 3, 'median': 3.0, 'max': 4}, 'inequalities': {'min': 11, 'median': 15.0, 'max': 20}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
14,FUTOSHIKI,NORMAL,"Latin order, givens/inequalities and inference/search bands",50,"{'min': 5, 'median': 5.0, 'max': 5}","{'givens': {'min': 5, 'median': 5.0, 'max': 5}, 'inequalities': {'min': 11, 'median': 20.0, 'max': 25}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'givens': {'min': 5, 'median': 5.0, 'max': 5}, 'inequalities': {'min': 11, 'median': 20.0, 'max': 25}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
14,FUTOSHIKI,HARD,"Latin order, givens/inequalities and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 7, 'median': 7.0, 'max': 7}, 'inequalities': {'min': 17, 'median': 25.0, 'max': 31}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 7, 'median': 7.0, 'max': 7}, 'inequalities': {'min': 17, 'median': 25.0, 'max': 31}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 7}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 3}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 3}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 22}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 22}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 3}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 6}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
14,FUTOSHIKI,MASTER,"Latin order, givens/inequalities and inference/search bands",50,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 2, 'median': 5.0, 'max': 9}, 'inequalities': {'min': 7, 'median': 15.0, 'max': 21}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 2, 'median': 5.0, 'max': 9}, 'inequalities': {'min': 7, 'median': 15.0, 'max': 21}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 9, 'median': 11.0, 'max': 35}, 'search_branches': {'min': 4, 'median': 5.0, 'max': 17}, 'search_max_depth': {'min': 3, 'median': 4.0, 'max': 8}, 'basic_unfilled': {'min': 20, 'median': 28.5, 'max': 33}, 'advanced_unfilled': {'min': 20, 'median': 28.0, 'max': 33}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 1, 'median': 4.0, 'max': 10}, 'forcing_probes': {'min': 3, 'median': 10.5, 'max': 80}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
14,FUTOSHIKI,HELL,"Latin order, givens/inequalities and inference/search bands",30,"{'min': 6, 'median': 6.0, 'max': 6}","{'givens': {'min': 1, 'median': 4.0, 'max': 6}, 'inequalities': {'min': 11, 'median': 16.0, 'max': 23}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 6, 'median': 6.0, 'max': 6}, 'cells': {'min': 36, 'median': 36.0, 'max': 36}, 'givens': {'min': 1, 'median': 4.0, 'max': 6}, 'inequalities': {'min': 11, 'median': 16.0, 'max': 23}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 36, 'median': 41.0, 'max': 109}, 'search_branches': {'min': 17, 'median': 20.0, 'max': 53}, 'search_max_depth': {'min': 6, 'median': 8.0, 'max': 9}, 'basic_unfilled': {'min': 27, 'median': 31.0, 'max': 34}, 'advanced_unfilled': {'min': 27, 'median': 31.0, 'max': 34}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 5, 'median': 8.0, 'max': 18}, 'forcing_probes': {'min': 11, 'median': 57.0, 'max': 223}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': False}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional.,None; evidence/caveats documented
15,SKYSCRAPERS,EASY,"Latin order, directional visibility clues and inference/search bands",50,"{'min': 4, 'median': 4.0, 'max': 4}","{'givens': {'min': 0, 'median': 0.0, 'max': 2}, 'outer_clues': {'min': 16, 'median': 16.0, 'max': 16}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 4, 'median': 4.0, 'max': 4}, 'cells': {'min': 16, 'median': 16.0, 'max': 16}, 'givens': {'min': 0, 'median': 0.0, 'max': 2}, 'outer_clues': {'min': 16, 'median': 16.0, 'max': 16}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 1}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 0}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 0}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 0}}","{'with_other_levels': [{'difficulty': 'NORMAL', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': None}",YES: structural/inference band; provisional human ranking,"Structural/inference parameters differ; human difficulty remains provisional. Every sample finishes by basic propagation; its distinction is structural or arithmetic, not a need for advanced inference.",None; evidence/caveats documented
15,SKYSCRAPERS,NORMAL,"Latin order, directional visibility clues and inference/search bands",50,"{'min': 5, 'median': 5.0, 'max': 5}","{'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'outer_clues': {'min': 15, 'median': 15.0, 'max': 16}}",N/A,public-clue propagation and bounded search; algorithm-specific counts,"{'order': {'min': 5, 'median': 5.0, 'max': 5}, 'cells': {'min': 25, 'median': 25.0, 'max': 25}, 'givens': {'min': 0, 'median': 1.0, 'max': 3}, 'outer_clues': {'min': 15, 'median': 15.0, 'max': 16}, 'solution_count': {'min': 1, 'median': 1.0, 'max': 1}, 'search_nodes': {'min': 1, 'median': 1.0, 'max': 3}, 'search_branches': {'min': 0, 'median': 0.0, 'max': 1}, 'search_max_depth': {'min': 0, 'median': 0.0, 'max': 1}, 'basic_unfilled': {'min': 0, 'median': 0.0, 'max': 18}, 'advanced_unfilled': {'min': 0, 'median': 0.0, 'max': 18}, 'after_chains_unfilled': {'min': 0, 'median': 0.0, 'max': 0}, 'forcing_eliminations': {'min': 0, 'median': 0.0, 'max': 1}, 'forcing_probes': {'min': 0, 'median': 0.0, 'max': 2}}","{'with_other_levels': [{'difficulty': 'EASY', 'exact': 0, 'canonical': 0}, {'difficulty': 'HARD', 'exact': 0, 'canonical': 0}, {'difficulty': 'MASTER', 'exact': 0, 'canonical': 0}, {'difficulty': 'HELL', 'exact': 0, 'canonical': 0}], 'search_range_overlaps_previous': True}",YES: structural/inference band; provisional human ranking,Structural/inference parameters differ; human difficulty remains provisional. Search-node ranges overlap the previous level; no per-puzzle strict ranking claimed.,None; evidence/caveats documented
